Column1,Class
 modifier_push_test.cpp compile failure on enterprise-rhel-57-64-bit,L1
 REST queries on documents containing javascript content returns incorrect JSON,L1
 sh.status() not reflecting dropped databases,L1
 dropDatabase command failed to drop database from all shards.  ,L1
 replsets/temp_namespace.js failing on Windows 64-bit 2008R2+,L1
 core suite Profiler:BigDoc failing on Enterprise Windows 64-bit,L1
 replsets/ismaster1.js failing on Windows 64-bit DEBUG,L1
 auth_helpers.js failing on Enterprise Linux 64,L1
 authTest-sharedclient failing on RHEL 5.7 64-bit,L1
 BSONObjBuilder.appendNumber(numeric_limits<long long>::min()) results in 0 value,L1
 Crash on startup,L1
 Secondary stuck during index building,L1
 Database disappeared after running db.repairDatabase() on a cloned database from existing instance to a new instance.,L1
 Audit system cannot ascribe DDL operations in a sharded cluster to an end user.,L1
 smoke.py does not run ssl tests on windows enterprise build,L1
 Allow configuring write concern in moveChunk,L1
 $set issue: have conflicting mods in update,L1
" Can't extract geo keys from object, malformed geometry?",L1
 Deadlock in invalidateUserCache,L1
 Crash in mongodb secondary,L1
 db.locks.find() on the config server causes assertion,L1
 devel 2.5 branch fails to build on Mavericks,L1
 Dot notation in Projections not working,L1
 Authentication with Kerberos Crashes Mongod,L1
 index_many2.js failing on Window 64-bit DEBUG,L1
 mongodb always crash,L1
 crash on mongodb 2.2 when replicate,L1
 Audit logging  for action 'renameCollection' needs to match the spec,L1
 update() failure when hash sharding with regex query,L1
 server aborts if original log file is moved before rotating log,L1
 Odd ouput in MapReduce result.,L1
 segfault on updateUser on RHEL 6.2,L1
 testshard1.js failing in aggregation and aggregation_auth suites on debug builds,L1
 misplaced openssl callback registration can cause crashes,L1
 segfault on upsert with conflicting fields in the query document,L1
 $near query hangs server. ,L1
 revokeRolesFromRole doesn't seem to record what roles it revoked,L1
 mongoimport cause to crash mongod on sharder cluster,L1
 Remove nightly C++ driver builds,L1
 undefined symbol: _ZNSbIwSt11char_traitsIwESaIwEE4_Rep20_S_empty_rep_storageE,L1
 undefined symbol on Fedora 8 32-bit with mongod built with gcc 4.7.3,L1
 unique index bug,L1
 multiversion aggregation-sharding test failing,L1
 Fatal Assertion during replication,L1
 renameCollection allows background index builds to yield,L1
 Database crashes when there is insufficient rights to create temporary _tmp directory for index creation.,L1
 Primary node keeps crashing - second time in one week,L1
 invalid fastbin entry (free),L1
 Removal of replica-set members doesn't work for sharded DB when configServers are down,L1
" In strict-json mode, represent NumberLongs with strings",L1
 Stacktrace at start of mongod with replset option enabled,L1
 MongoS allows chunk moves/splits when config servers inconsistent,L1
" getLastError includes ""err"" twice",L1
 No records exported using mongodump in sharded/replicated set up,L1
 Mongodb process crash during reelection,L1
 Invalidate doc before mutation for new query system,L1
 Text search matcher can incorrectly match documents if multi-language or contain text-indexed nested arrays,L1
 node with votes:0 can get involved in election and result in abnormal state,L1
 mongos crash when splitting chunks,L1
 Replica Set failover time is more than 10 sec,L1
 mongoimport broken w/no-args,L1
" Got ""exception: btree: key+recloc already in index code:10287"". Related document vanished",L1
 _id with $prefix field causes replication failure due to unvalidated insert,L1
 Crash with out-of-memory while building indexes on secondary,L1
 cleanupOrphaned command grants authentication of internal __system user to current connection,L1
 After MovePrimary on unsharded database mongodb cluster works incorrectly,L1
 improve mongod behavior on storage write errors during msync,L1
 Memory leak in query PlanCache,L1
 Migrations occassionally aborted due to duplicate key error on unique shard key,L1
 Query concurrency regression on windows,L1
 the lockTime value is bigger than the totalTime value in globalLock metrics of serverStatus(),L1
 Assertion on config servers,L1
 mongos GLE does not work correctly if previous write was from a command,L1
 IP address resolution for the replica set node doesn't work properly.,L1
 $geoWithin picks points outside of polygon,L1
 Debian Wheeze Package is Broken,L1
" attempting to create a 10th index, with unique constraint violations corrupts db",L1
 role_management_helpers and user_management_helpers deadlocked with eval,L1
 Restore some form of two step (phase) index key insertion,L1
 OpDebug::planSummary std::string may be accessed concurrently by multiple threads ,L1
 Remove mongoadmin from packaging scripts,L1
 Write commands should be interruptable with killOp,L1
 can run adminCommands on mongos without authorization if config servers are down,L1
 Two background index builds in parallel with unique key constraint violations crashes secondary,L1
 Replica set members UNKNOWN,L1
 ObjectID error in replicaset,L1
 v2.6 shell incompatible with server v2.4 inserts,L1
 validateUpdate ns,L1
 Stopping a secondary in phase 2/3 of an index build corrupts the index,L1
 Restore from 2.4 DB into 2.6 DB fails due to index?,L1
 Preserve 2.4 configuration defaults in rpms and debs,L1
 Static Initalizer race condition with CreateDirectClient and server-side Javascript,L1
 Statistics from write commands,L1
 Writes throw sometimes in shell (authz error),L1
 Mongo shutting down randomly after upgrade to Ubuntu 12.04,L1
 Mixed-version 2.4/2.6 replica set crashes due to different rules for ensureIndex,L1
 The dropDups index option should be ignored if the index already exists,L1
 potential v2.6.0-rc1-pre- $in count() performance ,L1
 Replica Set Secondary crashes with invalid size error Size must be between 0 and 16793600(16MB),L1
 Crash during garbage collection,L1
 listDBs block when first mongo config server is down,L1
 Socket exception (SEND_ERROR) even after SERVER-9022 applied,L1
 Query misses results with .sort(),L1
 split does not install metadata under the dblock,L1
 Starting mongos as a windows service skips mongo initializers,L1
 Concurrent GETMORE and KILLCURSORS operations can cause race condition and server crash,L1
 Changing replica set configuration can crash running members,L1
 ERROR: writer worker caught exception: E11000 duplicate key error index:,L1
 Cannot install MongoDB as a service on Windows,L1
 Array updates on documents with more than 128 BSON elements may crash mongod,L1
 Upgrading from 2.4.x to 2.6.0 via yum clobbers configuration file,L1
 Using the OplogReplay flag with extra predicates can yield incorrect results,L1
 Background index builds with 2.6.0 primary fail to complete on 2.4.x secondary nodes,L1
 Replicated data definition commands will fail on secondaries during background index build,L1
 dropping an index aborts other bg index builds,L1
 Sensitive credentials in startup options are not redacted and may be exposed,L1
 Plans with differing performance can tie during plan ranking,L1
" yum and apt ""stable"" repositories contain release candidate 2.6.1-rc0 packages",L1
 $lte and $gt Query Operators not working properly for String Comparisions,L1
 Repair database failure can delete database files,L1
 mongod may terminate if x.509 authentication certificate is invalid,L1
 Dropping index or collection while $or query is yielding triggers fatal assertion,L1
 $exists in find() gives error,L1
 sharding/auth.js fail,L1
 Mongo crashes on duplicates when there are no any,L1
 Duplicate key error causes all secondaries to fassert() and crash in production,L1
 Temporary map/reduce collections are incorrectly replicated to secondaries,L1
 mongos incorrectly targets multiple shards for nested field shard key predicates,L1
 Cannot read from secondary if both audit and auth are enabled in a sharded cluster,L1
 rs.stepDown during mapReduce causes fassert in logOp,L1
 Setting batchSize and sort on a cursor in sharded collection causes fewer than all documents to be returned,L1
 Positional Operator Points to Wrong Index in $set Update,L1
 Equality queries on _id with projection may return no results on sharded collections,L1
 Equality queries on _id with projection on _id may return orphan documents on sharded collections,L1
 skipping of index keys is not accounted for in plan ranking by the index scan stage,L1
 CentOS repo silently installs 2.6.x when specifically instructed to install 2.4.x,L1
 Invalid chunk data after splitting on a key that's too large,L1
 Perf regression in 2.6.2 caused by not caching plans that tie during plan ranking,L1
 use-after-free in mongo::profile,L1
 double floating point values are not retrieved exactly,L1
 Default dbpath for mongod --configsvr changes in 2.6,L1
 Mongo Caches all the available RAM memory and it is not releasing it when other components starves for it,L1
 prealloc of datafiles not on by default in 2.6,L1
 The mongo process of disappearing,L1
 killed by SEGV signal,L1
 Updates to documents with text-indexed fields may lead to incorrect entries,L1
 killOp on foreground index build does not take effect until the end of the index build,L1
" ReadPreference.secondaryPreferred doesn't failover if secondary in ""recovering state""",L1
 Mongorestore error recreating index causes entire restore failure,L1
 mongos does not return matching results after encountering empty documents,L1
 Creating descending index on _id can corrupt namespace,L1
" Bad bind_ip should fail, not listen on all addresses",L1
" Connections Spike on Secondary, Load Jumps, Server Becomes Unresponsive",L1
 Vendored include paths still placed on command line when system library requested,L1
" Disk usage increases linearly with constant data size, large churn, usePowerOf2Sizes and large document sizes",L1
 $rename modifier uses incorrect dotted source path,L1
 Mongdb servers stopped logging,L1
 partially written journal last section causes recovery to fail,L1
 Shard crash when updating record,L1
 Performance issue: Query Plan Cache is always empty,L1
 minvalid2.js failed on buildvariants,L1
 repl2.js / Invariant failure _requests.empty() src/mongo/db/concurrency/lock_state.cpp 349,L1
 Map/Reduce jobs stall when database is taking writes,L1
 Index data corruption on primary,L1
 upgrade_to_x509_ssl.js,L1
 Primary not usable because of BSON issue,L1
 cursor8.js test is broken,L1
 Invariant failure keyOffset >= 0 during 16 thread write command remove operation,L1
